idx,words,lid
591,"['auto' 'rikshaw' 'wale' 'k' 'beti' 'sunkr' 'mje' 'CA' 'ki' 'ist' 'rank' 'holder' 'k' 'yad' 'aa' 'gi' "":'("" 'wo' 'b' 'auto' 'wale' 'k' 'hi' 'beti' 'thi']",['lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'other' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
592,['' 'A' 'date' 'with' 'me' '' '' '' '' '' '' '' ''],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'other' 'other' 'other' 'other' 'other' 'other']
593,['' 'I' 'know'],['other' 'lang1' 'lang1']
594,['Pakistani' '-' 'Aaj' 'phir' 'se' 'patakhe' 'nai' 'phod' 'paaye' '.' ':)' '2nd' 'Pakistan' '-' 'Chalo' 'tv' 'hi' 'tode' 'lete' 'hai' '.' '' '' ''],['lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other' 'ne' 'other' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang1' 'lang1']
595,['are' 'bhai' '1947' 'se' 'desh' 'ko' 'lut' 'rahe' 'ho' 'ab' 'to' 'chod' 'do'],['lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
596,['No' 'news' 'in' 'Indian' 'media' 'highlighting' 'this' '.'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
597,['Hahshahaha' 'you' 'are' 'very' 'baf' 'player' 'for' 'India' 'pak' 'she' 'darter' 'ho' 'hahaha' 'agar' 'jazba' 'he' 'to' 'maidan' 'me' 'utroo' 'hamare' 'sath' 'muqabla' 'karooo' 'hahaha' 'ajaaaa'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'ne' 'lang2' 'lang1' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2']
598,['it' 'shows' 'hands' 'in' 'the' 'gloves' 'of' 'government'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
599,['' 'Nice' 'Baby'],['other' 'lang1' 'lang1']
600,"['Just' 'passed' 'through' 'the' 'Anand' 'Lok' 'Society' 'Durga' 'Puja' 'Pandal' 'in' 'Mayur' 'Vihar-1' 'with' ""'"" 'Aunty' 'Police' 'Bula' 'lengi' ""'"" 'playing' 'loud' 'inside' '.' 'Coooolll' '!']",['lang1' 'lang1' 'lang1' 'lang1' 'ne' 'ne' 'ne' 'lang2' 'lang2' 'lang2' 'lang1' 'ne' 'ne' 'lang1' 'other' 'lang1' 'lang1' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'other']
601,"['Beautiful' 'typist' 'Priyanka' ',' 'your' 'stunning' 'beauty' 'attracts' 'my' 'heart' 'all' 'the' 'time']",['lang1' 'lang1' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
602,['sir' 'it' 'is' 'good' 'that' 'yu' 'want' 'the' 'relationship' 'betwen' 'rich' 'poor'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
603,['Happy' 'Birthday' 'Amit' 'Ji'],['lang1' 'lang1' 'ne' 'lang2']
604,['Bhai' 'keep' 'doing' 'great' 'work'],['lang2' 'lang1' 'lang1' 'lang1' 'lang1']
605,['I' 'think' 'your' 'roomie' 'is' 'trying' 'to' 'tell' 'you' 'something' '...' 'but' 'u' 'r' 'not' 'taking' 'the' 'hint' '!'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
606,['dono' 'ladkia' 'tuj' 'se' 'tym' 'kr' 'ri' 'hai' 'tru' 'hoti' 'to' 'tere' '2' 'thapd' 'mar' 'k' 'side' 'kr' 'deti'],['lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2']
607,['Great' 'partnership' 'and' 'friendship' 'with' 'Russia' '.' 'PM' 'Modi' 'is' 'doing' 'everything' 'to' 'strengthen' 'relationship' 'with' 'President' 'Putin'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne']
608,['Good' 'noon' 'salman' 'ji'],['lang1' 'lang1' 'ne' 'lang2']
609,['intoxicated' 'by' 'your' 'smile'],['lang1' 'lang1' 'lang1' 'lang1']
610,['ye' 'sach' 'kah' 'rahe' 'hai'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2']
611,['Salman' 'bhai' 'you' 'are' 'the' 'best'],['ne' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1']
612,['Modiji' 'has' 'a' 'very' 'dynamic' 'personality' '.' 'He' 'has' 'changed' 'India' 'completely' '.' 'Together' 'he' 'can' 'bring' 'an' 'end' 'to' 'terrorism' '.'],['ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
613,['ji' 'internet' 'ke' 'paise' 'na' 'kate' 'kuch' 'aisa' 'karwa' 'do' ':-)' ':-)' ':-)'],['lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other']
614,['jai' 'ho' 'strong' 'man'],['lang2' 'lang2' 'lang1' 'lang1']
615,['tu' 'pakka' 'usse' 'puchti' 'rhti' 'hogi' 'k' 'use' 'tjme' 'ka' 'pasand' 'h' 'ya' 'tu' 'kasi' 'lag' 'ri' 'h' ':-P'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
616,"['sir' ',' 'we' 'are' 'watching' 'for' 'jhansi' 'rally' 'speech']",['lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1']
617,"['' 'ाबू' 'he' 'is' 'just' 'like' 'you' '.' 'Even' 'he' 'does' ""n't"" 'cry' 'like' 'you' 'never' 'use' 'to' '.']",['other' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
618,['Delhi' 'University' 'Confessions' 'bhai' 'admin' 'acha' 'kaam' 'kar' 'rahe' 'ho' 'but' 'achaanak' 'kya' 'hua' 'phle' 'to' 'kya' 'updates' 'hote' 'the' 'ek' 'dum' 'se' 'change' 'gud'],['ne' 'lang1' 'lang1' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1']
619,['Nice' 'jodi' 'for' 'madam' '..' '.'],['lang1' 'lang2' 'lang1' 'lang1' 'other' 'other']
620,['Hehe' '..' '..' '.' 'khub' 'masak' 'krte' 'he' 'sir' 'aap' '..' '..'],['lang2' 'other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'other' 'other']
621,['AAL' 'THE' 'BEST' 'MANISH' 'S' 'RAWAT' 'G' '.' 'LOVE' 'YOU' 'SALMAN' 'BHAI' 'G' '.'],['lang2' 'lang1' 'lang1' 'ne' 'ne' 'ne' 'lang2' 'other' 'lang1' 'lang1' 'ne' 'lang2' 'lang2' 'other']
622,['Josheen' 'Mrxl' 'Josheen' 'do' 'you' 'remember' 'old' 'thing' 'Melbourne' 'cricket' 'ground' 'and' 'you' 'side' 'make' 'his' 'a' 'video' 'then' 'you' 'side' 'put' 'it' 'on' 'snap' 'chat' 'story' '..' '.' 'and' 'you' 'side' 'write' 'there' '..' '.' 'marry' 'me' 'pls' 'kohli'],['lang2' 'lang1' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'ne' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'ne']
623,['the' 'immortal' 'voice' 'shall' 'live' 'on' 'rip' 'legend'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
624,"['' '' 'released' 'postage' 'stamp' 'on' 'different' 'aspects' 'of' 'Lord' 'Ram' 'life' 'at' '' ',' 'Varanasi' '.' 'Ram' 'was' 'source' 'of' 'inspiration']",['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'ne' 'other' 'ne' 'other' 'ne' 'lang1' 'lang1' 'lang1' 'lang1']
625,"['now' 'a' 'day' 'our' 'habit' 'is' 'pinch' 'every' 'one' '..' 'we' 'can' ""n't"" 'listen' 'properly' 'only' 'believes' 'on' 'what' 'other' 'people' 'say' '..' '.' 'he' 'work' 'not' 'for' 'money' ',' 'he' 'work' 'for' 'society' '..' 'only' 'he' 'say' 'bhart' 'meri' 'maa' 'h' 'me' 'ise' 'brand' 'krke' 'apmanit' 'nahi' 'karunga' '..' 'India' 'brand' 'unke' 'liye' 'h' 'jo' 'desh' 'k' 'name' 'pr' 'vyapar' 'kr' 'rhe' 'h' '..' '.' 'app' 'ki' 'adalt' '2016' 'aamir' 'khan' 'episode' 'dekhna' 'fir' 'sochna' '..' 'sb' 'clear' 'ho' 'jaye' '..' '..' 'itna' 'hungama' 'agr' 'currpt' 'politician' 'pr' 'kiya' 'hota' 'to' 'khushi' 'ki' 'bat' 'hoti' '.']",['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'ne' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'ne' 'ne' 'ne' 'other' 'ne' 'ne' 'lang1' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang1' 'lang2' 'lang2' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
626,['' 'hi' 'elan' 'you' 'are' 'amazing' 'writer' 'and' 'will' 'be' 'a' 'booker' 'winner' 'one' 'day'],['other' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
627,['' 'There' 'is' 'a' 'first' 'time' 'for' 'everything'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
628,['galat' 'ka' 'jawab' 'saheeh' 'se'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2']
629,['Apne' 'Nahi' 'to' 'dusre' 'hi' 'shahi'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
630,"['' ':' 'I' 'am' 'a' 'sophie' 'from' 'Delhi' '.' 'My' 'dad' 'gives' 'me' 'enough' 'pocket-money' 'so' 'I' 'waste' 'it' 'all' 'around' 'and' 'discover' 'whatever' 'possibly' 'I' 'can' 'with' 'that' '.' 'I' 'recently' 'tried' 'a' 'good' 'quality' 'escort' 'service' 'twice' 'and' 'had' 'a' 'good' 'time' '.' ""It's"" 'so' 'much' 'better' 'than' 'wasting' 'time' 'taking' 'girls' 'out' 'for' 'expensive' 'dinners' 'and' 'then' 'going' 'for' 'romantic' 'walks' 'and' 'then' 'waiting' 'for' 'the' 'right' 'moment' 'to' 'make' 'a' 'move' 'which' 'you' ""don't"" 'know' 'will' 'be' 'reciprocated' 'or' 'not' '.' 'And' 'even' 'then' ""it's"" 'frustrating' 'when' 'they' 'cockblock' 'you' 'from' 'getting' 'past' '1st' 'or' '2nd' 'base' '.' 'In' 'the' 'end' 'you' 'waste' 'many' 'days' 'of' 'your' 'time' 'and' 'many' 'thousands' 'if' 'Rs' 'of' 'your' ""dad's"" 'hard-earned' 'money' 'chasing' 'pussy' 'and' 'never' 'getting' 'any' '...' 'So' 'take' 'my' 'advice' ',' 'visit' 'a' 'good' 'escort' 'and' 'have' 'a' 'good' 'time' ',' 'you' 'know' 'what' ""you're"" 'getting' 'and' 'you' ""don't"" 'have' 'to' 'waste' 'time' 'and' 'money' 'in' 'expensive' 'dinners' 'or' 'flowers' '...' 'The' 'action' '(' 'really' 'good' 'quality' 'action' ')' 'is' 'guaranteed' '.' 'The' 'moral' 'of' 'the' 'story' 'is' 'this' ':' 'THE' 'DIFFERENCE' 'BETWEEN' 'SEX' 'FOR' 'MONEY' 'AND' 'SEX' 'FOR' 'FREE' 'IS' 'THAT' 'SEX' 'FOR' 'MONEY' 'IS' 'ALWAYS' 'CHEAPER' '.']",['other' 'other' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
631,['Sallu' 'bhai' 'is' 'the' 'king' 'of' 'bollywood'],['ne' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'ne']
632,['Salah' 'Firmino' 'Studg' 'all' 'have' 'missed' 'chances' 'to' 'win' 'it' 'for' 'us' '..' 'nothing' 'can' 'be' 'said' 'now' ''],['ne' 'ne' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne']
633,['Fejal' 'khan' 'ek' 'no' 'roll' 'ta' 'sr' 'apka' 'me' 'to' 'fan' 'hu' 'uska'],['ne' 'ne' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2']
634,['I' 'love' 'u' 'ji'],['lang1' 'lang1' 'lang1' 'lang2']
635,['' 'Lately' 'you' 'have' 'been' 'tweeting' 'like' 'a' 'poster' 'girl' 'for' 'Islamic' 'terrorists' '!'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
636,['Please' 'always' 'be' 'with' 'me' '!!' 'This' 'is' 'all' 'I' 'wanted' 'to' 'say' ''],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
637,['Apna' 'bhai' 'h' 'nawazu' 'to'],['lang2' 'lang2' 'lang2' 'ne' 'lang2']
638,['Won' 'the' 'toss' '!' 'Elected' 'to' 'bat' 'first' '.' 'Come' 'on' 'INDIA' 'jita' 'do' '..'],['lang1' 'lang2' 'lang1' 'other' 'lang1' 'lang2' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'ne' 'lang2' 'lang2' 'other']
639,['' 'It' 'takes' '180' 'days' 'to' 'create' 'the' 'soft' 'gold' 'coat'],['other' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
640,['Ritesh' 'Pathak' 'isse' 'tweet' 'Kara' 'sakte' 'ho' 'kya' 'apni' 'marathon' 'k' 'liye' '??'],['ne' 'ne' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other']
641,['Happy' 'friendship' 'day' 'bhaijaan'],['lang1' 'ne' 'ne' 'lang2']
642,['Best' 'of' 'luck' 'sapna' 'punia' 'ji' '..' '..' '..' 'love' 'u' 'salman' 'bhaiya'],['lang1' 'lang1' 'lang1' 'ne' 'ne' 'lang2' 'other' 'other' 'other' 'lang1' 'lang1' 'ne' 'lang2']
643,['' 'Management' 'mobiles' 'cheen' 'ke' 'rakh' 'le' 'sab' 'ke' '..' 'Perform' 'na' 'kren' 'tou' 'phir' 'kehna' '..'],['other' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
644,['Chopra' 'or' 'Chopra' '100' 'KI' 'sweep' 'hogie' '.' 'DDeepawali' 'per'],['ne' 'lang2' 'ne' 'other' 'lang2' 'lang1' 'lang2' 'other' 'ne' 'lang2']
645,['' '' '' 'The' 'end' 'is' 'near'],['other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1']
646,['Salman' 'ap' 'aoge' 'indore' '..' '.' 'plz' 'plz' 'plz'],['ne' 'lang2' 'lang2' 'ne' 'other' 'other' 'lang1' 'lang1' 'lang1']
647,['SULTAN' 'BHAI' 'IS' 'BEST' 'BEST' 'BHAIJAAN' 'IN' 'BOLLYBOOD'],['ne' 'lang2' 'lang1' 'lang1' 'lang1' 'lang2' 'lang1' 'ne']
648,"['mobile' 'number' 'in' ""90's"" '???' 'technically' 'possible' 'though' '.' 'both' 'were' 'started' 'in' ""'"" '96' 'i' 'think' ':P']",['lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'other']
649,['That' 'sounds' 'like' 'a' 'bad' 'batch' 'of' 'marijuana'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne']
650,"['' 'Have' ""n't"" 'heard' 'back' 'about' 'any' 'views' 'or' 'movement' 'from' 'your' 'team' '?' '']",['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other']
651,['' 'Tax' 'evaders' '?' 'When' 'was' 'there' 'tax' 'on' 'textiles' '?'],['other' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
652,['men' 'pakistan' 'se' 'hun' 'is' 'liye'],['lang1' 'ne' 'lang2' 'lang2' 'lang2' 'lang2']
653,['Proud' 'leaders' 'Jai' 'Hind'],['lang1' 'lang1' 'lang2' 'lang2']
654,['Mr' 'Talha' 'Saeed' 'by' 'Sleek' 'Design' '.'],['lang1' 'ne' 'ne' 'lang1' 'lang1' 'lang1' 'other']
655,['' '' '' 'bohut' 'achay' 'ayay' '.' 'Mixed' 'dabay' 'Wala' 'mix' 'n' 'maida' '.' 'Apna' 'hee' 'koi' 'taste' 'bana' 'liya' ':)'],['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other']
656,['salaam' 'alaikum' 'mai' 'chahta' 'hoo' 'apki' 'dangal' 'film' 'india' 'aur' 'world' 'ki' 'sari' 'film' 'ka' 'record' 'tod' 'de' 'insha' 'allah' 'mai' 'dil' 'se' 'dua' 'karta' 'hoo' '.' 'sari' 'filmo' 'ka' 'record' 'todega' 'apki' 'gangal' 'film' 'amen'],['fw' 'fw' 'lang2' 'lang2' 'lang2' 'lang2' 'ne' 'lang1' 'ne' 'lang2' 'lang1' 'lang2' 'lang2' 'lang1' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'ne' 'lang1' 'lang1']
657,"['Wow' 'great' ',' 'ab' 'log' 'debate' 'krenge' 'ki' 'peeche' 'to' 'kamal' 'Bana' 'hua' 'kyu' 'dikh' 'rha' 'h']",['lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
658,['Wonderful' 'news' 'priyanka' '.' 'God' 'bless' '..'],['lang1' 'lang1' 'ne' 'other' 'lang1' 'lang1' 'other']
659,['We' 'need' 'to' 'know' 'who' 'this' 'girl' 'is' 'so' 'I' 'can' 'propose' 'as' 'well' '.'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
660,['Brilliant-' 'always' 'the' 'Superstar' 'Amitabh' 'Bachchan' 'Ji' '<3'],['lang1' 'lang1' 'lang1' 'lang1' 'ne' 'ne' 'lang2' 'other']
661,['By' 'watching' 'this' 'everyone' 'feels' 'that' 'India' 'is' 'not' 'only' 'great' 'country' 'but' 'powerful' 'toooo'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
662,['' '' 'Okay' '!!' ''],['other' 'other' 'lang1' 'other' 'other']
663,['Congratulations' 'team' 'India' '..'],['lang1' 'lang1' 'ne' 'other']
664,['This' 'was' 'the' 'best' 'confession' '!'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
665,['' '' 'Go' 'off' 'to' 'sleep' 'boys' ''],['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
666,['Khan' 'Bhai' 'I' 'want' 'to' 'meet' 'you'],['ne' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
667,['We' 'were' 'in' 'a' 'relationship' 'without' 'knowing' 'each' 'other' '..' '..' '' ''],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'other' 'lang1']
668,['' 'Muje' 'dekhne' 'ke' 'liye' 'time' 'nhi' 'milta' 'hai' 're' '.' 'Kya' 'karu' 'bata' 'biddu' 'tu' 'bata' '?' 'Office' 'me' 'kaam' 'bhi' 'hai' 'bole' 'to'],['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
669,"['Sorry' 'Dhoni' 'ji' ',' 'Thalaivar' 'is' 'the' 'best' '.' 'Even' 'for' 'cricket' 'as' 'well' '..' '.']",['lang1' 'ne' 'lang2' 'other' 'fw' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other']
670,['' 'Economy' 'is' 'the' 'issue' 'to' 'discuss' 'with' 'the' 'people' 'of' 'finance' 'channels' '.'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
671,['' 'And' 'u' 'run' 'a' 'company' '..' '.' 'doomed'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1']
672,['congress' 'mukt' 'bharat' 'banao' 'sir'],['ne' 'lang2' 'ne' 'lang2' 'lang1']
673,['Now' 'I' 'know' 'American' 'pie' 'was' 'based' 'on' 'real' 'life' 'incident' '.'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
674,['' 'True' '.' 'Still' 'there' 'is' 'time' 'to' 'bring' 'things' 'in' 'order' 'but' 'for' 'that' 'this' 'Government' 'needs' 'to' 'give' 'away' 'its' 'arrogance' '.'],['other' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
