idx,words,lid,pos
251,"['Taimur' 'Ali' 'Khan' 'Pataudi' 'has' 'come' 'and' 'Changez' 'Ali' 'Khan'
 'Pataudi' 'may' 'come' 'next' 'year' 'or' 'a' 'year' 'after' '.']","['rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'rest' 'rest' 'rest' 'rest'
 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest']","['PROPN' 'PROPN' 'PROPN' 'PROPN' 'VERB' 'VERB' 'CONJ' 'PROPN' 'PROPN'
 'PROPN' 'PROPN' 'VERB' 'VERB' 'ADJ' 'NOUN' 'CONJ' 'DET' 'NOUN' 'ADP' 'X']"
252,"['Saif' 'Ali' 'Khan' 's' 'kids' 'Sara' 'and' 'Ibrahim' 'take' 'up'
 'diaper' 'duties' 'for' 'Taimur' 'Ali' 'Khan' 'Pataudi'
 'https://t.co/aeWfaTsVW6' 'https://t.co/h1BVoDE7LA']","['rest' 'rest' 'rest' 'en' 'en' 'rest' 'en' 'rest' 'en' 'en' 'en' 'en'
 'en' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest']","['PROPN' 'PROPN' 'PROPN' 'X' 'NOUN' 'PROPN' 'CONJ' 'PROPN' 'VERB' 'PART'
 'NOUN' 'NOUN' 'ADP' 'PROPN' 'PROPN' 'PROPN' 'PROPN' 'X' 'X']"
253,"['RT' '@DenNehaS' ':' '*' 'Taimur' 'Ali' 'Khan' '*' 'Apt' '""' 'Jispe'
 'guzarti' 'hai' 'vohi' 'jaanta' 'hai' '..' '""' 'So' ',' 'Srk' 'named'
 'his' 'son' 'Abram' '.']","['en' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'en' 'rest' 'hi'
 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'en' 'rest' 'en' 'en' 'en' 'en'
 'rest' 'rest']","['X' 'X' 'X' 'X' 'PROPN' 'PROPN' 'PROPN' 'X' 'ADJ' 'X' 'NOUN' 'VERB'
 'VERB' 'NOUN' 'VERB' 'VERB' 'X' 'X' 'CONJ' 'X' 'PROPN' 'VERB' 'PRON'
 'NOUN' 'PROPN' 'X']"
254,"['@TarekFatah' '@likazi' 'I' 'think' 'Jihaad' 'ali' 'khan' 'is' 'modern'
 'name' 'instead' 'of' 'Taimur' 'ali' 'khan' '....' 'both' 'name' 'have'
 'same' 'feeling' '.']","['rest' 'rest' 'en' 'en' 'hi' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en'
 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest']","['X' 'X' 'PRON' 'VERB' 'PART' 'PROPN' 'PROPN' 'VERB' 'ADJ' 'NOUN' 'ADP'
 'ADP' 'PROPN' 'PROPN' 'PROPN' 'X' 'ADJ' 'NOUN' 'VERB' 'ADJ' 'VERB' 'X']"
255,"['@chintskap' 'I' 'love' 'this' 'name' 'taimur' '.' 'I' 'respect'
 'saifkreena' 'fr' 'their' 'choice' '.' 'Woh' 'log' 'to' 'aaj' 'mar'
 'jaye' 'jinka' 'naam' 'Narender' 'aur' 'arvind' 'hai' '.']","['rest' 'en' 'en' 'en' 'en' 'rest' 'rest' 'en' 'en' 'rest' 'en' 'en' 'en'
 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'rest' 'hi'
 'rest']","['X' 'PRON' 'ADJ' 'DET' 'NOUN' 'PROPN' 'X' 'PRON' 'NOUN' 'PROPN' 'ADP'
 'PRON' 'NOUN' 'X' 'PRON' 'NOUN' 'PART' 'ADV' 'VERB' 'VERB' 'PRON' 'NOUN'
 'PROPN' 'CONJ' 'PROPN' 'VERB' 'X']"
256,"['@KareenaUpdates' 'All' 'D' 'Best' '2' 'D' 'Mom' 'Queen' 'Kareena&Her'
 'Loving' 'Sweet' 'Cute' 'Jr' 'Taimur' 'Ali' 'Khan' 'Pataudi' '!' 'D' 'Gr'
 'Gr' 'Father' 'Wud' 'B' 'Proud' 'of' 'His' 'GrSonGB']","['rest' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'en'
 'rest' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en'
 'en' 'en' 'en']","['X' 'DET' 'DET' 'ADJ' 'NUM' 'DET' 'NOUN' 'NOUN' 'PROPN' 'VERB' 'ADJ'
 'ADJ' 'NOUN' 'PROPN' 'PROPN' 'PROPN' 'PROPN' 'X' 'DET' 'NOUN' 'PART'
 'NOUN' 'VERB' 'VERB' 'ADJ' 'ADP' 'PRON' 'NOUN']"
257,"['#kaabil' '#Adhm' '#Shivaay' 'Taimur' 'Ali' 'Khan' 'Pataudi' ':' 'Here'
 's' 'the' 'meaning' 'of' 'Kareena' 'Kapoor' 's' 'bab'
 'https://t.co/s5u4g8HkVR' 'https://t.co/FrkucB7jLR']","['rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'en'
 'en' 'en' 'rest' 'rest' 'en' 'en' 'rest' 'rest']","['X' 'X' 'X' 'PROPN' 'PROPN' 'PROPN' 'PROPN' 'X' 'ADV' 'X' 'DET' 'NOUN'
 'ADP' 'PROPN' 'PROPN' 'X' 'NOUN' 'X' 'X']"
258,"['@chintskap' 'the' 'name' 'Hitler' 'is' 'also' 'good' 'oh' 'sorry'
 'Taimur' 'to' 'Hindu' 'mara' 'tha' 'na' 'isliye' 'chalta' 'hain'
 '.........']","['rest' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'hi' 'rest' 'hi'
 'hi' 'hi' 'hi' 'hi' 'hi' 'rest']","['X' 'DET' 'NOUN' 'PROPN' 'VERB' 'ADV' 'ADJ' 'PART' 'ADJ' 'PROPN' 'PART'
 'NOUN' 'VERB' 'VERB' 'PART_NEG' 'CONJ' 'VERB' 'VERB' 'X']"
259,"['@shreha211985' '@BharatAbhyuthan' 'jehadi' 'fmly' 'glorifying' 'Taimur'
 '.' 'Anthr' 'jehadi' 'Ruk' 'Ruk' 'khan' 'glorifyng' 'terrorst' 'in'
 'Raees' '.' 'Hw' 'long' 'wl' 'Hindus' 'sleep' '?']","['rest' 'rest' 'hi' 'en' 'en' 'rest' 'rest' 'en' 'hi' 'hi' 'hi' 'rest'
 'en' 'en' 'en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest']","['X' 'X' 'PROPN' 'NOUN' 'VERB' 'PROPN' 'X' 'PART' 'PART' 'PART' 'PART'
 'PROPN' 'NOUN' 'VERB' 'ADP' 'PROPN' 'X' 'PRON_WH' 'ADJ' 'VERB' 'NOUN'
 'NOUN' 'X']"
260,"['@Nifty8335Mode' 'taimur' 'lang' 'kahi' 'story' 'm' 'ya' 'acedimic'
 'career' 'm' 'padha' 'tha' 'maine' '.' 'kafi' 'outdated' 'name' 'h']","['rest' 'rest' 'rest' 'hi' 'en' 'hi' 'hi' 'en' 'en' 'hi' 'hi' 'hi' 'hi'
 'rest' 'hi' 'en' 'en' 'hi']","['X' 'PROPN' 'PROPN' 'PRON' 'NOUN' 'ADP' 'CONJ' 'NOUN' 'NOUN' 'ADP' 'NOUN'
 'VERB' 'PRON' 'X' 'ADJ' 'ADJ' 'NOUN' 'VERB']"
261,"['Straight' 'From' 'The' 'Hospital' '!' 'FIRST' 'PICTURE' 'Of' 'Saif'
 'Ali' 'Khan' '&' 'Kareena' 'Kapoor' 'With' 'Chotte' 'Nawab' 'Taimur'
 'https://t.co/IzGZu9eFYg' 'https://t.co/Y5IVGYlosc']","['en' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'rest' 'rest' 'rest' 'hi'
 'rest' 'rest' 'en' 'hi' 'hi' 'rest' 'rest' 'rest']","['PART' 'ADP' 'DET' 'NOUN' 'X' 'ADV' 'NOUN' 'ADP' 'PROPN' 'PROPN' 'PROPN'
 'CONJ' 'PROPN' 'PROPN' 'ADP' 'NOUN' 'PROPN' 'PROPN' 'X' 'X']"
262,"['RT' '@KareenaOnline' ':' 'Kareena' 'Kapoor' 'and' 'Saif' 'Ali' 'Khan'
 'have' 'been' 'blessed' 'with' 'a' 'baby' 'boy' ',' 'Taimur' 'Ali' 'Khan'
 'Pataudi' '.' 'Congratulations' 'to' 'them' '!']","['rest' 'rest' 'rest' 'rest' 'rest' 'en' 'rest' 'rest' 'rest' 'en' 'en'
 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest' 'rest' 'hi' 'rest' 'en'
 'en' 'en' 'rest']","['X' 'X' 'X' 'PROPN' 'PROPN' 'CONJ' 'PROPN' 'PROPN' 'PROPN' 'VERB' 'VERB'
 'VERB' 'ADP' 'DET' 'NOUN' 'NOUN' 'X' 'PROPN' 'PROPN' 'PROPN' 'NOUN' 'X'
 'NOUN' 'PART' 'PRON' 'X']"
263,"['@Saifwowwarrior' '@TubelightEid017' '@BeingRebellion_' 'Sallu' 'kachina'
 'baap' 'nahi' 'ban' 'sakta' ',' ""that's"" 'why' 'bhaitards' 'r' 'jealous'
 'of' 'Royal' 'TAIMUR']","['rest' 'rest' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'en' 'en'
 'rest' 'en' 'en' 'en' 'en' 'rest']","['X' 'X' 'X' 'PROPN' 'NOUN' 'NOUN' 'PART_NEG' 'VERB' 'VERB' 'X' 'VERB'
 'PRON_WH' 'NOUN' 'VERB' 'NOUN' 'ADP' 'ADJ' 'PROPN']"
264,"['Who' 'is' 'Taimur' 'Ali' 'Khan' 'Pataudi' '?' 'Bollywood' 'couple'
 'Kareena' 'Kapoor' 'and' 'Saif' 'Ali' 'Khan' 'chose' 'controversial'
 'name' 'for' 'son' 'https://t.co/HRbIKe8S9K']","['en' 'en' 'rest' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'rest' 'rest' 'en'
 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest']","['PRON_WH' 'VERB' 'PROPN' 'PROPN' 'PROPN' 'PROPN' 'X' 'PROPN' 'NOUN'
 'PROPN' 'PROPN' 'CONJ' 'PROPN' 'PROPN' 'PROPN' 'VERB' 'ADJ' 'NOUN' 'ADP'
 'NOUN' 'X']"
265,"['@sudhir_qimc' '@CChristineFair' 'Haha' 'oh' 'God' ""it's"" 'never'
 'ending' ""isn't"" 'it' '?' 'Milna' 'hum' 'main' 'se' 'kissi' 'ne' 'nahin'
 'hai' 'Taimur' 'se' 'kabhi' '..!']","['rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'hi' 'hi'
 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'rest']","['X' 'X' 'PART' 'PART' 'NOUN' 'VERB' 'PART_NEG' 'NOUN' 'VERB' 'PRON' 'X'
 'NOUN' 'PRON' 'ADP' 'ADP' 'PART' 'ADP' 'PART_NEG' 'VERB' 'PROPN' 'ADP'
 'ADV' 'X']"
266,"['""' 'Drashti' 'Dhami' '""' 'Spotted' ':' 'Kareena' 'Kapoor' 'Khan' 'Takes'
 'Baby' 'Taimur' 'Ali' 'Khan' 'On' 'Long' 'Drive' 'And' '...'
 'https://t.co/E3QhkFrRqe' 'https://t.co/tenMiD0mSM']","['rest' 'rest' 'rest' 'rest' 'en' 'rest' 'rest' 'rest' 'rest' 'en' 'en'
 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest']","['X' 'PROPN' 'PROPN' 'X' 'VERB' 'X' 'PROPN' 'PROPN' 'PROPN' 'VERB' 'NOUN'
 'PROPN' 'PROPN' 'PROPN' 'ADP' 'ADJ' 'NOUN' 'CONJ' 'X' 'X' 'X']"
267,"['#Taimur' '-' 'I' 'want' 'to' 'see' 'the' 'New' 'Boy' '-' 'Wohh' 'Kaisa'
 'Hoga' '-' 'Jiski' 'mummy' 'Pari' 'Jaisi' 'hai' '.' 'Kahin' 'Nazar' 'Na'
 'Lag' 'Jaye' 'Chashme-Bad-Door' '.' 'Thou' 'Thou' 'Tho']","['rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'hi' 'hi' 'hi'
 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'rest' 'hi' 'hi' 'hi']","['X' 'X' 'PRON' 'VERB' 'PART' 'VERB' 'DET' 'ADJ' 'NOUN' 'X' 'PART' 'PART'
 'VERB' 'X' 'ADJ' 'NOUN' 'NOUN' 'ADP' 'VERB' 'X' 'ADV' 'NOUN' 'PART_NEG'
 'VERB' 'VERB' 'NOUN' 'X' 'PRON' 'PRON' 'CONJ']"
268,"['Congrats' '2' 'my' 'favourite' 'heroine' '&' 'person' '#' 'Kareena'
 'Kapoor' 'khan' '&' '#saif' 'ali' 'khan' 'for' 'd' 'arrival' 'of' 'baby'
 'boy' '#taimur' 'ali' 'khan' '..']","['en' 'rest' 'en' 'en' 'en' 'rest' 'en' 'rest' 'rest' 'rest' 'rest' 'rest'
 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest'
 'rest']","['PART' 'NUM' 'PRON' 'ADJ' 'NOUN' 'CONJ' 'NOUN' 'X' 'PROPN' 'PROPN'
 'PROPN' 'CONJ' 'X' 'PROPN' 'PROPN' 'ADP' 'DET' 'NOUN' 'ADP' 'NOUN' 'NOUN'
 'X' 'PROPN' 'PROPN' 'X']"
269,"['""' 'Timur' 'the' 'Lame' '""' 'was' 'a' 'murderer' 'iska' 'matlb' 'ye'
 'nahi' '.' 'Duniya' 'ke' 'saare' 'timur' ',' 'taimur' ',' 'taimoor' ','
 'lohe' ',' 'iron' ',' 'iron' 'man' ',' 'strong' 'log' 'murderer' 'hain']","['rest' 'rest' 'en' 'en' 'rest' 'en' 'en' 'en' 'hi' 'hi' 'hi' 'hi' 'rest'
 'hi' 'hi' 'hi' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'hi' 'rest' 'en'
 'rest' 'en' 'en' 'rest' 'en' 'hi' 'en' 'hi']","['X' 'PROPN' 'DET' 'NOUN' 'X' 'VERB' 'DET' 'NOUN' 'VERB' 'NOUN' 'DET'
 'PART_NEG' 'X' 'NOUN' 'ADP' 'DET' 'PROPN' 'X' 'PROPN' 'X' 'PROPN' 'X'
 'VERB' 'X' 'NOUN' 'X' 'NOUN' 'NOUN' 'X' 'ADJ' 'NOUN' 'NOUN' 'VERB']"
270,"['Kareena' 'Kapoor' 'Spotted' 'At' 'Dinner' 'Date' 'With' 'Saif' 'Ali'
 'Khan' ',' 'After' 'Birth' 'of' 'Son' 'Taimur' 'Ali' 'Khan'
 '#KareenaKapoorKhan' '...' 'https://t.co/e0a5fDBhjk']","['rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest' 'rest' 'en'
 'en' 'en' 'en' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest']","['PROPN' 'PROPN' 'VERB' 'ADP' 'NOUN' 'NOUN' 'ADP' 'PROPN' 'PROPN' 'PROPN'
 'X' 'ADP' 'NOUN' 'ADP' 'NOUN' 'PROPN' 'PROPN' 'PROPN' 'X' 'X' 'X']"
271,"['RT' '@BokaPandit' ':' 'Bhai' '@kunalkemmu' 'is' '""' 'Taimur' '""'
 'episode' 'ka' 'badla' 'sirf' 'tu' 'hi' 'le' 'sakta'
 'https://t.co/TNOa67EvvI' 'ur' 'child' 'Maharana' 'Pratap' '!' 'https'
 ':']","['rest' 'rest' 'rest' 'hi' 'rest' 'en' 'rest' 'rest' 'rest' 'en' 'hi' 'hi'
 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'en' 'en' 'rest' 'rest' 'rest' 'rest'
 'rest']","['X' 'X' 'X' 'NOUN' 'X' 'VERB' 'X' 'PROPN' 'X' 'NOUN' 'ADP' 'NOUN' 'ADV'
 'PRON' 'PART' 'VERB' 'VERB' 'X' 'PRON' 'NOUN' 'PROPN' 'PROPN' 'X' 'X' 'X']"
272,"['This' 'man' 'with' 'a' 'Muslim' 'name' 'also' 'has' 'a' 'mother' 'who'
 'is' 'also' 'Hindu' '.' 'Waise' 'Bhai' 'Saheb' '!' 'Taimur' 'rishtedari'
 'me' 'hai' 'kya' 'https://t.co/Nl2Nf6Sjxe']","['en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest'
 'rest' 'hi' 'hi' 'hi' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest']","['DET' 'NOUN' 'ADP' 'DET' 'ADJ' 'NOUN' 'ADV' 'VERB' 'DET' 'ADJ' 'PRON_WH'
 'VERB' 'ADV' 'NOUN' 'X' 'ADV' 'NOUN' 'NOUN' 'X' 'PROPN' 'NOUN' 'ADP'
 'VERB' 'PRON_WH' 'X']"
273,"['@Vishj05' 'bhayee' '*' 'not' 'brother' 'wala' 'bhai*yeh' 'log' 'kehte'
 'hai' 'ki' 'timur' 'was' 'pronounced' 'like' 'taimur' '..' 'as' 'if'
 'yeh' 'the' 'uss' 'time' 'n' 'heard' 'it' 'personally' '.']","['rest' 'hi' 'rest' 'en' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'en'
 'en' 'en' 'rest' 'rest' 'en' 'en' 'hi' 'hi' 'hi' 'en' 'en' 'en' 'en' 'en'
 'rest']","['X' 'PART' 'X' 'PART_NEG' 'NOUN' 'PART' 'NOUN' 'NOUN' 'VERB' 'VERB' 'ADP'
 'PROPN' 'VERB' 'VERB' 'ADP' 'PROPN' 'X' 'ADP' 'CONJ' 'DET' 'VERB' 'DET'
 'NOUN' 'CONJ' 'VERB' 'PRON' 'ADV' 'X']"
274,"['@sakpataudi' 'What' 'abt' 'the' 'secular' 'culture' 'of' 'ur' 'family'
 '?' 'Sharmila' 'to' 'Ayesha' ',' 'Kapoor' 'to' 'Khan' ',' 'Tagore' 'to'
 'Ali' 'Khan' '&' 'now' 'Kapoor' 'to' 'Taimur' '?' '#Liars']","['rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'en' 'rest'
 'rest' 'rest' 'en' 'rest' 'rest' 'rest' 'en' 'rest' 'rest' 'rest' 'en'
 'rest' 'en' 'rest' 'rest' 'rest']","['X' 'PRON_WH' 'ADP' 'DET' 'ADJ' 'ADJ' 'ADP' 'PRON' 'NOUN' 'X' 'PROPN'
 'PART' 'PROPN' 'X' 'PROPN' 'PART' 'PROPN' 'X' 'PROPN' 'PART' 'PROPN'
 'PROPN' 'CONJ' 'ADV' 'PROPN' 'PART' 'PROPN' 'X' 'X']"
275,"['Soha' 'Ali' 'Khan' ':' 'Taimur' 'Ali' 'Khan' 'Pataudi' 'a' 'beautiful'
 'baby' ':' ""Bollywood's"" 'star' 'couple' 'Kareena' 'Kapoor' 'Khan' 'and'
 'https://t.co/5IaOi5v464' '#bollywood' 'https://t.co/oSXWRNwznW']","['rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'en'
 'rest' 'en' 'en' 'en' 'rest' 'rest' 'rest' 'en' 'rest' 'rest' 'rest']","['PROPN' 'PROPN' 'PROPN' 'X' 'PROPN' 'PROPN' 'PROPN' 'PROPN' 'DET' 'ADJ'
 'NOUN' 'X' 'NOUN' 'ADJ' 'NOUN' 'PROPN' 'PROPN' 'PROPN' 'CONJ' 'X' 'X' 'X']"
276,"['Karisma' 'Kapoor' 'and' 'Saif' 'Ali' 'Khan' 'celebrate' 'the' 'arrival'
 'of' 'Kareena' 'Kapoor' 's' 'baby' 'boy' 'Taimur'
 'https://t.co/PumNoo4bRt' 'https://t.co/3POutXTENE']","['rest' 'rest' 'en' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'rest' 'rest'
 'en' 'en' 'en' 'rest' 'rest' 'rest']","['PROPN' 'PROPN' 'CONJ' 'PROPN' 'PROPN' 'PROPN' 'VERB' 'DET' 'NOUN' 'ADP'
 'PROPN' 'PROPN' 'X' 'NOUN' 'NOUN' 'PROPN' 'X' 'X']"
277,"['@firstpost' '@tarekfatah' 'What' 'a' 'Fall' 'Prithviraj' 'to' 'Taimur'
 '#Shame' 'Hay' 'kareena' 'be' 'Ready4' 'Miya' 'Khalifa' 'NEXT']","['rest' 'rest' 'en' 'en' 'en' 'rest' 'hi' 'rest' 'rest' 'hi' 'rest' 'en'
 'en' 'rest' 'rest' 'en']","['X' 'X' 'PRON_WH' 'DET' 'ADJ' 'PROPN' 'PART' 'PROPN' 'X' 'VERB' 'PROPN'
 'VERB' 'NOUN' 'PROPN' 'PROPN' 'ADJ']"
278,"['@chintskap' 'to' 'OsamaBinLaden' 'ya' 'Kasaab' 'ya' 'SaddamHussain' 'ya'
 'Baghdadi' 'rakh' 'dete' '....' 'Why' 'Taimur' '...' 'Kaimur' 'is' 'not'
 'as' 'famous' 'as' 'Osama' 'nowadays' '...']","['rest' 'en' 'rest' 'hi' 'rest' 'hi' 'rest' 'hi' 'rest' 'hi' 'hi' 'rest'
 'en' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'rest']","['X' 'PART' 'PROPN' 'CONJ' 'PROPN' 'CONJ' 'PROPN' 'CONJ' 'PROPN' 'VERB'
 'VERB' 'X' 'PRON_WH' 'PROPN' 'X' 'PROPN' 'VERB' 'PART_NEG' 'ADP' 'NOUN'
 'ADP' 'PROPN' 'ADV' 'X']"
279,"['Kareena' 'Kapoor' 'Gives' 'Birth' 'To' 'Taimur' 'Ali' 'Khan' ',' 'Aamir'
 's' 'Film' 'Dangal' 'At' 'Box' 'Office' 'Checkout' 'The' 'TOP' '5'
 'Newsmakers' 'Of' 'https://t.co/DlqI7GMaLQ' 'https://t.co/jEko4S9r6R']","['rest' 'rest' 'en' 'en' 'en' 'rest' 'rest' 'rest' 'rest' 'rest' 'en' 'en'
 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest']","['PROPN' 'PROPN' 'VERB' 'NOUN' 'PART' 'PROPN' 'PROPN' 'PROPN' 'X' 'PROPN'
 'X' 'ADJ' 'NOUN' 'ADP' 'NOUN' 'NOUN' 'VERB' 'DET' 'ADJ' 'NUM' 'NOUN'
 'ADP' 'X' 'X']"
280,"['@RanaAyyub' 'Iss' 'Pappu' '@OfficeOfRG' 'ko' 'pehechaana' '?' 'He' 'is'
 'out' 'on' 'Bail' ',' 'in' 'the' 'NH-Case' '!' 'Queue' 'mein' 'khada'
 'hai' ',' 'ab' '!' '#SurgicalStrikeonBlackMoney'
 'https://t.co/bJdZlhU1AB']","['rest' 'hi' 'hi' 'rest' 'hi' 'hi' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest'
 'en' 'en' 'en' 'rest' 'en' 'hi' 'hi' 'hi' 'rest' 'hi' 'rest' 'rest'
 'rest']","['X' 'DET' 'NOUN' 'X' 'ADP' 'NOUN' 'X' 'PRON' 'VERB' 'PART' 'ADP' 'NOUN'
 'X' 'ADP' 'DET' 'NOUN' 'X' 'NOUN' 'ADP' 'VERB' 'VERB' 'X' 'ADV' 'X' 'X'
 'X']"
281,"['Dear' 'Modi' 'Tumhi' 'din' 'chadhe' 'Tumhi' 'din' 'dhale' 'Tumhi' 'ho'
 'bandhu' 'Sakha' 'tumhi' 'Everytime' 'every' 'minute' 'of' 'the' 'today'
 'U' 'did' '#SurgicalStrikeonBlackMoney']","['en' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'en'
 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest']","['ADJ' 'PROPN' 'PART' 'NOUN' 'PART' 'PART' 'NOUN' 'PART' 'PART' 'VERB'
 'PART' 'PART' 'PART' 'NOUN' 'DET' 'NOUN' 'ADP' 'DET' 'ADV' 'PRON' 'VERB'
 'X']"
282,"['After' '#SurgicalStrikeonBlackMoney' ',' '#Congress' 'is' 'trying' 'to'
 'invoke' 'public' 'sentiment' 'by' 'saying-' 'ab' 'ek' 'baap' 'apni'
 'beti' 'ki' 'shaadi' 'kaise' 'karwayega']","['en' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'hi'
 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi']","['ADP' 'X' 'X' 'X' 'VERB' 'VERB' 'PART' 'VERB' 'NOUN' 'NOUN' 'ADP' 'VERB'
 'ADV' 'NUM' 'NOUN' 'PRON' 'PART' 'ADP' 'PART' 'PRON_WH' 'NOUN']"
283,"['Thnks' 'Modi' 'g' '..' 'aj' 'apke' 'decision' 'ki' 'vjah' 's' 'ghar' 'k'
 'Sbhi' 'member' 'sath' 'bethe' 'honge' 'ki' 'kispe' 'kitne' '500-1000'
 'k' 'notes' '.' '#SurgicalStrikeonBlackMoney']","['en' 'rest' 'en' 'rest' 'hi' 'hi' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'en'
 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'en' 'rest' 'rest']","['NOUN' 'PROPN' 'PROPN' 'X' 'ADV' 'PRON' 'NOUN' 'ADP' 'NOUN' 'X' 'NOUN'
 'ADP' 'NUM' 'NOUN' 'ADP' 'NOUN' 'VERB' 'ADP' 'NOUN' 'PRON_WH' 'NUM' 'ADP'
 'NOUN' 'X' 'X']"
284,"['@pramodvasudevan' 'lol' 'hi' 'karo' 'ab' '?' 'Agar'
 '#SurgicalStrikeonBlackMoney' 'nahi' 'karta' 'to' 'black' 'money' 'rokne'
 'ke' 'liya' 'kya' 'karye' '?' 'Swiss' 'bank' 'mat' 'bolva' '??']","['rest' 'rest' 'hi' 'hi' 'hi' 'rest' 'hi' 'rest' 'hi' 'hi' 'hi' 'en' 'en'
 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'en' 'en' 'hi' 'en' 'rest']","['X' 'X' 'PART' 'VERB' 'ADV' 'X' 'CONJ' 'X' 'PART_NEG' 'VERB' 'PART' 'ADJ'
 'NOUN' 'NOUN' 'ADP' 'VERB' 'PRON_WH' 'VERB' 'X' 'ADJ' 'NOUN' 'PART_NEG'
 'NOUN' 'X']"
285,"['#SurgicalStrikeOnBlackMoney' '&' '#RisingIntolerance' 'A' 'difficult'
 'day' 'for' 'NDTV' 'kaas' 'aaj' '1' 'din' 'ke' 'liye' 'channel' 'band'
 'hi' 'rakhte' 'toh' 'achha' 'hota' '...']","['rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'rest' 'hi' 'hi' 'rest' 'hi'
 'hi' 'hi' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest']","['X' 'CONJ' 'X' 'DET' 'ADJ' 'NOUN' 'ADP' 'PROPN' 'VERB' 'ADV' 'NUM' 'NOUN'
 'ADP' 'ADP' 'NOUN' 'VERB' 'PART' 'NOUN' 'PART' 'PART' 'VERB' 'X']"
