idx,words,lid,ner
266,"['Anna' 'ki' 'Rajneeti' 'class' 'join' 'karen' 'aur' '1' 'sal' 'mai' 'bne'
 'CM' '.' '#WhereIsRahul' '#RahulOnLeave' '#RSSQuestionsTeresa']","['hi' 'hi' 'rest' 'en' 'en' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'rest' 'rest'
 'en' 'en' 'en']",['B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
267,"['Virat' 'Kohli' 'is' 'used' 'to' 'making' 'good' 'partnerships' 'with'
 'the' 'sharmas' ':)' '#IndvsWI' '#wt20']","['rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest'
 'rest' 'rest']","['B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O'
 'O']"
268,['Paaji' '@sachin_rt' 'mujhe' 'bhi' 'reply' 'kar' 'do' 'na' '..'],['hi' 'en' 'hi' 'hi' 'en' 'hi' 'hi' 'hi' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
269,"['RT' '@Atheist_Krishna' ':' 'Pic' '1' ':' 'Bangladesh' 'fans' 'Before'
 'the' 'match' '.' 'Pic' '2' ':' 'Bangladesh' 'fans' 'After' 'the' 'match'
 '#AsiaCupT20Final' '.' 'https://t.co/aZm4']","['en' 'rest' 'rest' 'en' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'rest'
 'en' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
270,['@MTVRoadies' 'kya' 'chutiya' 'personalties' 'he' 'vo'],['en' 'hi' 'hi' 'en' 'hi' 'hi'],['O' 'O' 'O' 'O' 'O' 'O']
271,"['RT' '@IndianRailMedia' ':' 'Karad' '-' 'Chiplun' 'Railway' 'Route' '('
 '112' 'km' ')' '1200' 'crore' 'Rupess' 'planned' 'investment' 'via'
 '@abpmajhatv' '@Narendra_IRTS' '#RailBudget20']","['en' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'rest' 'rest' 'hi' 'rest'
 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest']","['O' 'O' 'O' 'B-PLACE' 'O' 'B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']"
272,['@Integrated_me' 'sleep' 'ka' 'koi' 'shape' 'nahi' 'hota' 'sahab'],['en' 'en' 'hi' 'hi' 'en' 'hi' 'hi' 'hi'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
273,"['@DKhantastic' 'Agar' 'politicians' 'ke' 'haath' 'me' 'solution' 'na'
 'chodte' 'to' 'na' 'Jaat' 'agitation' 'hota' 'aur' 'na' 'Kashmir' 'ki'
 'barbaadi' '.']","['rest' 'hi' 'en' 'hi' 'hi' 'hi' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'en' 'hi'
 'hi' 'hi' 'hi' 'hi' 'hi' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE'
 'O' 'O' 'O']"
274,"['RT' '@indiantweeter' ':' 'Pic' '1' ':' 'Bangladeshi' 'holding' ""dhoni's""
 'head' 'Pic' '2' ':' 'Dhoni' 'holding' 'Bangladeshi' 'team'
 '#AsiaCupT20Final' 'https://t.co/VqW4Wbtt']","['en' 'rest' 'rest' 'en' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'rest'
 'rest' 'hi' 'en' 'rest' 'en' 'en' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'O' 'B-PERSON' 'O' 'O' 'O' 'O'
 'B-PERSON' 'O' 'B-PLACE' 'O' 'O' 'O']"
275,"['67%' 'more' 'funds' 'allotted' 'for' 'passenger' 'amenities' ':'
 'Suresh' 'Prabhu' '#RailBudget2015']",['rest' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'rest' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O']
276,"['#AAPSweep' '#DelhiDecides' 'I' 'm' 'decide' 'shift' 'to' 'delhi' '..'
 'free' 'water' ',' 'Free' 'Ele' ',' 'Free' 'wifi' ',' 'Free' 'vegi' ','
 'Free' 'Education' ',' 'Free' 'mufler' ',' 'Free' 'Cough' 'syrup' 'haa']","['rest' 'en' 'en' 'en' 'en' 'en' 'hi' 'rest' 'rest' 'en' 'en' 'rest' 'en'
 'en' 'rest' 'en' 'en' 'rest' 'en' 'en' 'rest' 'en' 'en' 'rest' 'en' 'en'
 'rest' 'en' 'en' 'en' 'hi']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
277,"['RT' '@hariomji5' ':' 'Havana&Japa' 'On' 'The' 'Eve' 'Of'
 '#Mahashivratri' 'At' 'Omkareshwar' ',' 'Jyotirlinga' '.'
 'http://t.co/LW16CA1ZUR' ';' 'via' 'AshramSewaTeam']","['en' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'rest' 'en' 'hi' 'rest'
 'en' 'rest' 'en' 'rest' 'en' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'O' 'B-PLACE' 'O' 'O'
 'O' 'O' 'B-ORGANISATION']"
278,"['Sir' '@krishnabgowda' 'Bhadrappa' 'L/O' 'has' 'lot' 'of' 'dust'
 'pollution' '.' 'Can' 'be' 'eliminated' 'if' '4' 'to' '5' 'inches' 'of'
 'mud' 'are' 'cleaned' 'on' 'sides' 'of' 'road' '@CJoshi28']","['hi' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'en'
 'en' 'rest' 'hi' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en'
 'rest']","['O' 'O' 'B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
279,"['Chal' 'beta' '#Selfie' 'le' 'le' 're' '#SelfieKing' '#Devarsh' '#Kids'
 '#Instapic' '@' 'Bhavnagar' 'https://t.co/SJEvdhhgzf']",['hi' 'hi' 'en' 'hi' 'hi' 'hi' 'en' 'en' 'en' 'rest' 'rest' 'hi' 'en'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'O']
280,['Arvind' 'Kejriwal' 'Thanks' 'for' 'the' 'follow' '!'],['en' 'en' 'en' 'en' 'en' 'en' 'rest'],['B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O']
281,"['RT' '@CMofKarnataka' ':' 'Congratulations' 'to' 'Shri' '@NitishKumar'
 'ji' 'and' 'the' 'people' 'of' 'Bihar' '.']","['en' 'rest' 'rest' 'en' 'hi' 'hi' 'hi' 'hi' 'en' 'en' 'en' 'en' 'rest'
 'rest']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'O']
282,['@RabiaAnumm' 'and' '2' 'number' 'khan' 'haar' 'gyaa'],['rest' 'en' 'rest' 'en' 'hi' 'hi' 'hi'],['O' 'O' 'O' 'O' 'O' 'O' 'O']
283,"['Mahashivratri' 'ki' 'hardik' 'shubkamnayein' '!' 'Shiva' 'the' 'Adiyogi'
 ""'"" 'may' 'every1' 'be' 'blessed' 'with' 'the' 'grace' 'of' 'meditation'
 '.' 'Om' '!' 'Om' '!' 'Om' 'Namah' 'Shivaya' ':)']","['rest' 'hi' 'hi' 'hi' 'rest' 'rest' 'hi' 'hi' 'rest' 'en' 'en' 'en' 'en'
 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest'
 'rest' 'rest']","['O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
284,['@MehrTarar' 'kash' 'ye' 'songs' 'apki' 'awaz' 'me' 'sun' 'pata'],['hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
285,"['RT' '@Ankitaaa_' ':' 'THOK' 'DIYAAAA' '!!' '130' 'RUNS' '!!' 'CONGRATS'
 'TEAM' 'INDIA' '#IndVsSA']","['en' 'rest' 'rest' 'hi' 'hi' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'rest'
 'rest']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'O']
286,"['Kayakalp' 'to' 'help' 'in' 'Technology' 'Upgradation' '-' 'Suresh'
 'Prabhu' '#RailBudget2015']",['hi' 'hi' 'en' 'en' 'en' 'en' 'rest' 'en' 'rest' 'rest'],['B-ORGANISATION' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O']
287,"['RT' '@AfsanaMeet' ':' '@Gurmeetramrahim' '#200DaysMSG2' 'congrats'
 'naanu' 'papa']",['en' 'rest' 'rest' 'en' 'en' 'en' 'rest' 'en'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
288,"['RT' 'AAP_Najafgarh' '""' 'RT' 'DocVatsa' ':' 'Modi' 'police' 'is'
 'stooping' 'so' 'low' 'targeting' 'revered' 'veterans' '.' 'And'
 'Mallaya' 'was' 'helped' 't' 'https://t.co/cWoYRGNkKT' '""']","['en' 'hi' 'rest' 'en' 'en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en'
 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'rest']","['O' 'B-ORGANISATION' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O']"
289,"['@kanhaiyajnusu' 'Tumse' 'naa' 'ho' 'payega' 'Beta' '..' 'Bas' 'Tu'
 'BCgiri' 'kar' 'sakta' 'hai' '.' '.' '@KirronKherBJP']","['hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest'
 'rest' 'rest']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
290,"['@Barbiedawra' '@Rinkkyy' 'hiii' 'dear' '#MahaShivratri' 'enjoy' 'ur'
 'day' 'yssss' 'same' 'mene' 'bhi' 'kaha' 'rinkuu' 'ne' 'bahot' 'din'
 'baaad' 'tweet' 'kiya' 'hamko']","['rest' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'hi' 'hi' 'hi' 'en'
 'hi' 'hi' 'hi' 'hi' 'en' 'hi' 'hi']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']"
291,"['@iam_Bhavya' 'itni' 'padhai' ':-(' 'oye' 'writer' 'to' 'ban' 'gaye'
 'kyunki' 'thoda' 'bahut' 'waqt' 'to' 'doc' '.' 'aur' 'eng' '.' 'bhi'
 'nikal' 'lete' 'hain' ':-)']","['hi' 'hi' 'hi' 'rest' 'hi' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'rest' 'rest' 'hi' 'en' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']"
292,['@kamaalrkhan' 'tumhara' 'kaam' 'hi' 'yahi' 'hai' 'sir' 'g'],['hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'en'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
293,"['@Gurmeetramrahim' '#MSGSocialWelfare' 'great' 'papa' 'ji' '..' 'dhan'
 'dhan' 'satguru' 'tera' 'hi' 'aasra']",['en' 'en' 'en' 'en' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O']
294,"['RT' 'muktimohanWeb' ':' 'Watch' '#MahaShivratri' '#Tandav' 'performance'
 'by' 'thisIsMukti' 'http://t.co/5CihVC8RdC' 'MohanShakti'
 'http://t.co/kWOnNivlEA']",['en' 'en' 'rest' 'en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'hi' 'en'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O']
295,"['RT' '@MUFCNewsUK' ':' 'Drumlanrig' ':' 'No' 'sadomasochism' 'in' 'the'
 'library' '|' '#MUFC' '#Bristol' '|' '#WassupMusicVideo'
 '#baytahminizliyoruz' 'http://t.co/Ok7A3cW4qy']","['en' 'en' 'rest' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest'
 'rest' 'rest' 'en' 'en' 'en']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
296,"['At' 'funeral' 'of' 'Sahara' ""chief's"" 'mother' ':' 'Amitabh' 'to'
 'Akhilesh' 'https://t.co/P5ofQnTcyf' 'https://t.co/b6wHGXL1R5']",['en' 'en' 'en' 'hi' 'en' 'en' 'rest' 'hi' 'hi' 'hi' 'en' 'en'],"['O' 'O' 'O' 'B-ORGANISATION' 'O' 'O' 'O' 'B-PERSON' 'O' 'B-PERSON' 'O'
 'O']"
297,"['@dkbansalin' '@AmitShah' 'tere' 'seth' 'farjiwaal' ',' 'khaansiwaal'
 'ko' '""' 'HAWAN' 'KUND' '""' 'mein' 'daal' 'kar' '""' 'HAWAN' 'KARENGE'
 'HAWAN' 'KARENGE' '""' '@HinduRajyam' '@hindustanse']","['rest' 'rest' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'rest' 'rest' 'rest' 'rest'
 'hi' 'hi' 'hi' 'rest' 'rest' 'hi' 'hi' 'hi' 'rest' 'rest' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']"
298,"['Happy' 'MahaShivratri' '.....' 'Om' 'Namah' 'Shivay' '.......' 'Har'
 'Har' 'Mahadev' '....']",['en' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'hi' 'hi' 'rest' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O']
299,"['!!!!' 'Batman' 'vs' 'Superman' 'Hindi' 'trailer'
 'https://t.co/yyblevhw4b']",['rest' 'rest' 'en' 'en' 'en' 'en' 'en'],['O' 'O' 'O' 'O' 'O' 'O' 'O']
300,"['RT' '@MahikaInfra' ':' 'Trimbakeshwar' 'Shiva' 'Temple' ',' 'Nashik' ','
 'one' 'of' '12' 'Jyotirlingas' 'of' 'Lord' 'Shiva' '#Mahashivratri' '#OM'
 '#NAMAH' '#SHIVAAY' 'http://t.co/l']","['en' 'rest' 'rest' 'en' 'en' 'en' 'rest' 'rest' 'rest' 'en' 'en' 'en'
 'en' 'en' 'en' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest']","['O' 'O' 'O' 'B-PLACE' 'I-PLACE' 'I-PLACE' 'O' 'B-PLACE' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O']"
301,"['@AAPInNews' 'jb' 'aap' 'khattr' 'ji' 'se' 'milo' 'to' 'unhe' 'bs' 'itna'
 'keh' 'dena' 'ki' '""' 'Nehar' 'par' ',' 'faridabad' 'me' 'unauthorized'
 'colonies' 'bhot' 'hai' '""' 'wo' 'smjh' 'jayenge' '....']","['rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'rest' 'rest' 'hi' 'rest' 'rest' 'hi' 'en' 'en' 'hi' 'hi' 'rest' 'hi'
 'hi' 'hi' 'rest']","['O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
302,"['@sagarcasm' 'TOI' 'should' 'renamed' 'its' 'domain' 'to'
 'semi-nudedotcom']",['rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en'],['O' 'B-ORGANISATION' 'O' 'O' 'O' 'O' 'O' 'O']
303,"['RT' '@shrishtimona' ':' 'Lee' ',' 'Kyunki' 'leader' 'gya' '.']",['en' 'rest' 'rest' 'hi' 'rest' 'hi' 'en' 'hi' 'rest'],['O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O']
304,"['Maha' 'Shivrati' 'Shubh' 'Ho' '....' 'Om' 'Namah' 'Shivay' '..'
 '#MahaShivratri']",['hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
305,"['@Shaheer_S' 'Gud' 'mrng' 'nd' 'HAPPY' 'MAHASHIVRATRI' '.......' 'SUNO'
 'aaj' 'mndir' 'zarur' 'jana' 'jo' 'bhi' 'mangoge' 'vo' 'milega' '...']","['rest' 'en' 'en' 'en' 'en' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'hi' 'en' 'hi' 'hi' 'rest']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
306,"['Dhoni' 'bhai' '..' 'thoda' 'dhang' 'se' 'maaro' 'ball' 'ko' '.' ':P'
 '#indvspak' '#WC2015']","['hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'rest'
 'rest']",['B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
307,"['@deespeak' 'ko' 'peda' 'kisi' 'or' 'ne' 'kiya' ',' 'pala' 'kisi' 'or'
 'ne' ',' 'use' 'koi' 'or' 'kar' 'raha' 'he' 'or' 'jhel' 'pura' 'desh'
 'raha' 'he' 'Incredible' 'India' '#LandAcquisitionBill']","['hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest' 'en'
 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'en' 'rest' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'O']"
308,"['RT' '@subhendujee' ':' 'The' 'CBI' 'case' 'against' 'Arvind'
 ""Kejriwal's"" 'principal' 'secy' 'Rajendra' 'Kumar' 'seems' 'to' 'be'
 'falling' 'apart' '.' 'https://t.co/DI6Xf6Jo5e']","['en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest'
 'en' 'en' 'en' 'en' 'en' 'rest' 'rest']","['O' 'O' 'O' 'O' 'B-ORGANISATION' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O'
 'B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
309,"['@Gurmeetramrahim' '#MSG' 'Says' 'papaji' 'thanks' '4' 'blessings' 'and'
 'launching' 'products' 'on' 'world' 'health' 'day' '.' 'Den' 'nahi' 'de'
 'sakte' 'aapka' '.']","['en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en'
 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']"
310,"['yadav' 'ji' 'on' 'track' '.' 'hail' 'sir' 'jadejaa' '..' ':)'
 '#indvspak']",['rest' 'hi' 'en' 'en' 'rest' 'rest' 'hi' 'hi' 'rest' 'rest' 'rest'],['B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O']
311,"['@SrBachchan' 'aaj' 'kal' 'bahut' 'sabko' 'mil' 'gaya' 'hai' 'naya'
 'topic' 'ki' 'aap' 'par' 'faltu' 'ka' 'ilzam' 'lagana' '!' 'Koi' 'kaam'
 'toh' 'hai' 'nahi' 'bas' 'samay' 'betwana' 'hai' '!' 'ill' 'ppl']","['hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'en' 'hi' 'hi' 'hi' 'hi'
 'hi' 'en' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest'
 'en' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
312,"['RT' '@eastwoodmcfly' ':' 'RIP' ""Schumer's"" 'Amazing' 'Acceptance'
 'Speech' '#GoldenGlobes' 'https://t.co/9yic9QbbtH']",['en' 'en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en'],['O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O']
313,"['********************' '""' 'Happy' 'Mahashivratri' '""' '~' 'Apko' 'aur'
 'apke' 'puri' 'family' 'ko' 'maha' 'shiv' 'ratri' 'ki' 'hardik' 'shubh'
 'kamnaye' '.' '~' '*********************']","['rest' 'rest' 'en' 'rest' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'en' 'hi'
 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']"
314,"['I' 'expect' 'National' 'Award' 'for' 'Shah' 'Rukh' 'after' 'Fan' ':'
 'Maneesh' 'Sharma' 'ViralsDaily' '-' 'https://t.co/9qPotuLtPQ']","['en' 'en' 'en' 'en' 'en' 'hi' 'hi' 'en' 'en' 'rest' 'rest' 'rest' 'en'
 'rest' 'en']","['O' 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'B-PERSON'
 'I-PERSON' 'O' 'O' 'O']"
315,"[""Mushfiqur's"" 'celebration' 'soon' 'to' 'become' 'the' 'gif' 'version'
 'of' ""don't"" 'count' 'your' 'chickens' 'before' 'they' 'hatch'
 '#IndvsBan']","['en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en'
 'en' 'en' 'rest']","['B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O']"
316,"['@nimrah307' 'Aisy' 'relationships' 'ko' 'breakup' 'hi' 'hona' 'chahy'
 'jo' 'gudmorning' 'aur' 'gudnigh' 'k' 'mauhtaj' 'hn' ':-p']","['en' 'en' 'en' 'hi' 'en' 'hi' 'hi' 'hi' 'hi' 'en' 'hi' 'hi' 'hi' 'hi'
 'hi' 'rest']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
317,"['Sh' '.' 'Suresh' 'Prabhu' 'announced' 'Malaviya' 'Chair' 'at' 'IIT/BHU'
 'for' 'Railway' 'technology' '#RailBudget2015']",['hi' 'rest' 'en' 'hi' 'en' 'rest' 'rest' 'en' 'rest' 'en' 'en' 'en' 'en'],"['O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'B-ORGANISATION' 'O'
 'B-ORGANISATION' 'O' 'O']"
318,"['RT' '@ImVKohlisAngel' ':' '@RainaKiGudia' 'Awwwww' 'cutuuuuu' '....'
 'Thankuuuu' 'love' '...' 'Good' 'night']",['en' 'en' 'rest' 'rest' 'rest' 'en' 'rest' 'en' 'en' 'rest' 'en' 'en'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
319,"['@sud_tyagi' '@iamsrk' '@FarOutAkhtar' '@ritesh_sid' 'Choriyan' 'pahn'
 'lo' 'farhan' 'srk' 'ritesh' 'begairato' 'tumhari' 'film' 'cenima' 'me'
 'dekhne' 'like' 'nahi']","['en' 'rest' 'rest' 'en' 'en' 'en' 'hi' 'hi' 'en' 'en' 'en' 'hi' 'en' 'en'
 'hi' 'hi' 'en' 'hi']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'B-PERSON' 'B-PERSON' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']"
320,"['Koi' 'milne' 'hi' 'ajaye' 'KARACHI' 'UNIVERSITY' 'ir' 'kuple'
 'https://t.co/MkRvbNY4VW' '#occupygezi' '#direngeziparkigeliyoruz'
 '#YandasMedyaLimonSatOnurluYasa']",['hi' 'hi' 'hi' 'hi' 'hi' 'en' 'en' 'en' 'en' 'en' 'en' 'en'],['O' 'O' 'O' 'O' 'B-ORGANISATION' 'I-ORGANISATION' 'O' 'O' 'O' 'O' 'O' 'O']
321,['#NahiPata' 'sohni' 'Kurian' 'Kahan' 'Chali' 'gae' 'hain' ':p'],['hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
322,['RT' '@kchowdhury9' ':' '#boycottraees' 'ye' 'movie' 'ab' 'nehi' 'lana'],['en' 'en' 'rest' 'en' 'hi' 'en' 'hi' 'hi' 'hi'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
323,"['33' 'rd' 'tym' 'today' 'Perfect' 'sunday' 'watching' 'Yeh' 'Jawaani'
 'Hai' 'Deewani']",['en' 'en' 'en' 'en' 'en' 'en' 'en' 'hi' 'hi' 'hi' 'hi'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
324,['@PujaaVarma' 'bra' 'pahna' 'karo' 'aunty' '!'],['rest' 'en' 'hi' 'hi' 'en' 'rest'],['O' 'O' 'O' 'O' 'O' 'O']
