idx,words,ner
607,"['لم' 'أقل' '""' 'أرفض' 'مصطلح' 'تطهير' 'القضاء' '""؛' 'إنما' 'أنا' 'أختلف'
 'في' 'الكيفية' '؛' 'ورأي' 'أن' 'يكون' 'الإصلاح' 'بالشكل' 'القانوني' 'لا'
 'بالمليونيات' '؛' 'تحريف' 'التصريحات' 'أصبح' 'إدمانا' ':)']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
608,"['محمود' 'الجوهري' 'هو' 'القائد' 'الوحيد' 'الذي' 'هتفت' 'بحياته' 'وأفتخر'
 'بذلك' 'وهتفت' 'بسقوطه' 'وندمت' 'على' 'ذلك' '.' 'رحم' 'الله' 'محمود'
 'الجوهري' 'رحمة' 'واسعة']","['B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'B-PER' 'I-PER' 'I-PER' 'O' 'O']"
609,"['رفض' 'الجديد' 'والاكتفاء' 'بالماضى' 'فى' 'عالم' 'يسوده' 'التغيير' 'ما'
 'هو' 'إلا' 'استسلام' 'لانتحار' 'بطئ' '#الرئيس' '#أمناء_مكتبة_الإسكندرية']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
610,"['السيسي' 'بيحشد' 'بطريقة' 'مرسي' 'استايل' '..' 'كل' 'واحد' 'عايز'
 'يحشدله' 'مؤيدين' 'وكل' 'واحد' 'بيحجزله' 'ميدان' '..' 'ولا' 'في' 'دولة'
 'ولا' 'في' 'قانون']","['B-PER' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']"
611,"['الى' 'الفلول' 'الذين' 'يبعثون' 'بشتائم' '.الدكتور' 'علاء' 'لا' 'يقرا'
 'شتائمكم' 'لان' 'وظيفتى' 'كسكرتير' 'ان' 'أتخلص' 'من' 'قمامتكم' '.أنصحكم'
 'بممارسة' 'اليوجا' 'والتأمل' '.' 'ميشيل']","['O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'B-PER']"
612,"['انتهت' 'تغريدات' 'مقالتي' '(' 'رومني' '-' 'أوباما' '...' 'ما' 'كان'
 'متوقعا' '!)']","['O' 'O' 'O' 'O' 'B-TITLE' 'O' 'B-TITLE' 'O' 'B-TITLE' 'I-TITLE' 'I-TITLE'
 'O']"
613,"['ترقبوا' 'غداً' 'الإعلان' 'عن' 'أهم' 'تحالف' 'وطنى' 'يتطلع' 'إلى'
 'الإسهام' 'فى' 'تطوير' 'الواقع' 'السياسى' 'والاجتماعى' 'والاقتصادى'
 'المصرى' '.']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
614,['أؤكد' 'على' 'تعزيز' 'سلطان' 'القضاء' 'وضمان' 'استقلاله' '#الرئيس'],['O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O']
615,"['أدعم' 'بكل' 'قوة' 'دور' 'ورسالة' 'المهندس' 'المصري' 'وتطويره' 'ليكون'
 'لائقا' 'بمهندسي' 'مصر' 'وبحضارة' 'مصر' '#الرئيس' '#يوم_المهندس']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'B-LOC' 'O' 'O']
616,"['اصحاب' 'سلوى' 'محرز' 'لازم' 'يفخروا' 'بيها' 'جدا' 'جدا' '.' 'على'
 'جدعنتها' 'و' 'ثباتها' 'و' 'هي' 'في' 'الحجز' 'مخلية' 'بالها' 'من' 'اللي'
 'حواليها' '..' 'جدعة' 'جدعة']","['O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
617,"['اللقاء' 'ده' 'حيكون' 'تويت' 'اب' '.' 'الاسئلةوالاجابات' 'ححاول'
 'اتويتها' 'من' 'حسابي' '.' 'يوم' 'الاثنين' '.' 'لكن' 'خلوا' 'الاسئلة'
 'محددة' 'لأن' 'الاجابات' 'الدبلوماسية' 'فارغة']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-TIME' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']"
618,"['الليلة' 'ان' 'شاء' 'الله' 'سأكون' 'ضيف' '#يسري' 'فودة' 'في' 'الجزء'
 'الثاني' 'من' 'الحلقة' 'للحديث' 'عن' 'أزمة' 'حزب' 'النور']","['O' 'O' 'O' 'B-PER' 'O' 'O' 'B-OTHER' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'B-ORG' 'I-ORG']"
619,"['نحن' 'أمة' 'إذا' 'وضعت' 'لمستخدمي' 'الإنترنت' 'فيها' 'كلمة' '""فضيحة' '""'
 'في' 'عنوان' 'أي' 'فيديو' 'في' 'يوتيوب' 'ارتفعت' 'نسبة' 'مشاهدته' 'أكثر'
 'من' 'الضعف' '(حقيقة' 'مثبتة' 'رقميا' ')']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PROD' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
620,"['#شفيق' ':' 'ادين' 'وارفض' 'اتجاه' 'احدي' 'القوي' 'السياسيه' 'لاهدار'
 'حقوق' 'العاملين' 'بالمؤسسات' 'القوميه']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
621,"['ما' 'يحدث' 'الآن' 'هو' 'على' 'مبدأ' ':' '""' 'فيها' 'لخفيها' '...""']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
622,"['@hiemotravel' 'ده' 'مسئول' 'من' 'الاتحاد' 'الاوروبي' '..' 'اسرائيل'
 'ايه' 'بس' 'قدر' 'تدخل' 'على' 'جوجل' 'ودور' 'بنفسك']","['O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'B-PROD'
 'O' 'O']"
623,"['القرار' 'إنتاج' 'للطوارئ' 'بأدوات' 'جديدة' 'ويهدد' 'دولة' 'القانون' '،'
 'فهو' 'يخول' 'المخابرات' 'الحربية' 'والشرطة' 'العسكرية' 'الضبطية'
 'القضائية' 'في' 'جرائم' 'تقع' 'من' 'مدنيين']","['O' 'O' 'B-PROD' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG'
 'B-GROUP' 'I-GROUP' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
624,"['عاجل|سوريا|القوات' 'السورية' 'تحتجز' 'مئات' 'الأشخاص' 'في' 'استاد'
 'رياضي' 'باللاذقية' '..' 'و' 'على' 'وشك' 'حدوث' 'مذبحة' 'جماعيةأدمن' '#'
 '5']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O']"
625,"['سارة' 'عبد' 'الله' 'السيد' 'وأميرة' 'الأسمر' 'مقبوض' 'عليهم' 'في' 'قسم'
 'قصر' 'النيل' 'واتاخدوا' 'من' 'بيتهم' 'ف' 'ض' 'القصر' 'العيني' '.']","['B-PER' 'I-PER' 'I-PER' 'I-PER' 'I-PER' 'I-PER' 'O' 'O' 'O' 'B-LOC'
 'I-LOC' 'I-LOC' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'I-LOC' 'O']"
626,"['رجعت' 'يا' 'عالم' 'يا' 'هوه' 'وفرحان' 'رغم' 'الاجهاد' 'والعيا'
 'والبلاوى' 'اللى' 'بتحصل' 'بنتى' 'منى' 'رافعة' 'راسنا' 'كاب' 'وكحقوقى'
 'وكمصرى' 'وحشتونى' 'كلكم' 'وعذرا' 'للمرض']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']"
627,"['ما' 'من' 'حاكم' 'أنفذ' 'في' 'شعبه' 'خازوقا' 'دستوريا' 'إلا' 'ودخل' 'فيه'
 '..' 'حكمة' 'التاريخ']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
628,"['لابد' 'من' 'احترام' 'حكم' 'الإدارية' 'بشأن' 'الجمعية' 'التأسيسية'
 'وتشكيلها' 'بالكامل' 'من' 'خارج' 'المجلسين' '.' 'ينبغي' 'على' 'البرلمان'
 'عدم' 'الوقوع' 'مرتين' 'في' 'نفس' 'الخطأ']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG'
 'O' 'O' 'O' 'O' 'O' 'O']"
629,"['تمنياتي' 'بالسلامة' 'لكل' 'متظاهر' '.' 'وتمنياتي' 'ألا' 'يظن' 'الرئيس'
 'مرسي' 'أن' 'هذه' 'هي' 'المعارضة' 'التي' 'تنتظره' 'وأن' 'تظل' 'رائحة'
 'الليمون' 'ملتصقة' 'بأنفه' 'حتى' 'نهاية' 'فترته']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
630,"['#شفيق' ':' 'تحتاج' 'جمهوريتنا' 'الي' 'ان' 'نأخذ' 'باسباب' 'التطوير'
 'والتحديث' 'والعصرية' '،' 'وتنمية' 'دولة' 'تتفاعل' 'مع' 'واقع' 'العولمة'
 'الذي' 'يفرض' 'نفسه' 'وله' 'مقتضيات' 'عديدة']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']"
631,"['حقنا' 'كلنا' 'نغضب' 'بس' 'احنا' 'في' 'معركة' '..' 'وحق' 'خالد' 'وكل'
 'المصريين' 'اللي' 'زيه' 'هيرجع']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O']
632,"['الصحيح' 'ان' 'يطالب' 'الاخوان' 'انفسهم' 'باستبعاد' 'شفيق' 'والتحقيق'
 'في' 'التزوير' '.للاسف' 'لن' 'يفعل' 'الاخوان' 'ذلك' 'وعلى' 'الثورة'
 'كالعادة' 'ان' 'تخوض' 'المعركة' 'وحدها']","['O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'B-GROUP' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']"
633,"['مشكلتي' 'الوحيدة' 'مع' 'رفع' 'أسعارالسجاير' 'هي' 'ان' 'السجاير' 'العملة'
 'في' 'السجون' 'فكدة' 'هيزود' 'مصاريف' 'أهالي' 'المعتقلين' 'جدا' '(غير'
 'زيادة' 'المواصلات' 'و' 'السلع' 'اصلا' ')']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']"
634,"['لا' 'الشعب' 'ولا' 'مؤسسات' 'الدولة' 'يمكن' 'ان' 'تسمح' 'لمن' 'أطلق'
 'الوعود' 'بشأن' 'أرض' 'مصر' 'أن' 'يتنازل' 'عن' 'شبر' 'واحد']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O'
 'O' 'O']"
635,"['ما' 'لم' 'تكف' 'الأحزاب' 'الليبرالية' 'العربية' 'عن' 'تحديد' 'أولوياتها'
 'وبرامجها' 'بالنفي' '،' 'أي' 'بكونها' 'تتناقض' 'مع' 'اليمين' 'الديني' '،'
 'سيستمر' 'تعثرها' 'المجتمعي' 'والسياسي']","['O' 'O' 'O' 'B-ORG' 'I-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
636,"['في' 'قسم' 'قصر' 'النيل' 'الآن' 'مع' 'زياد' 'بهاء' 'الدين' 'وزياد'
 'العليمي' 'وسالي' 'توما' 'وآخرين' 'لتقديم' 'بلاغ' 'عن' 'الاعتداءات' 'على'
 'المعتصمين']","['O' 'B-LOC' 'I-LOC' 'I-LOC' 'O' 'O' 'B-PER' 'I-PER' 'I-PER' 'I-PER'
 'I-PER' 'I-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
637,"['خالص' 'تعازي' 'لملك' 'السعودية' 'وشعبها' 'في' 'وفاة' 'الامير' 'نايف'
 'ولي' 'العهد' 'رحمه' 'الله' '.']","['O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'B-PER' 'I-PER' 'I-PER' 'I-PER' 'O'
 'B-PER' 'O']"
638,"['عندما' 'أرى' 'بوضوح' 'أن' 'حكم' 'المحكمة' 'يعلن' 'قبل' 'الجلسة'
 'بأسبوعين' 'بأننا' 'سنحل' 'مجلس' 'الشورى' 'فهذا' 'أمر' 'غريب' 'أن' 'يعرف'
 'الحكم' 'قبل' 'صدوره' '#الرئيس']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
639,"['تاني' 'يوم' 'رمضان' 'ساحضر' 'افطارا' 'خيريا' 'يقيمه' 'رابطة' 'الاطباء'
 'المصريون' 'في' 'انجلترا' 'لبناء' 'وحدة' 'جراحة' 'قلب' 'في' 'بني' 'سويف'
 'بس' 'عارفين' 'ايه' 'المشكلة' '؟']","['O' 'O' 'B-TIME' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O'
 'O' 'B-LOC' 'I-LOC' 'O' 'O' 'O' 'O' 'O']"
640,"['يعنى' 'بالعربي' 'طظ' 'في' 'الشارع' 'و' 'المعارضة' 'و' 'جبهة' 'الإنقاذ'
 'إحنا' 'ماشيين' 'فى' 'سكتنا' 'و' 'أخبطوا' 'رأسكم' 'فى' 'الحيط']","['O' 'O' 'O' 'O' 'O' 'O' 'B-GROUP' 'O' 'B-GROUP' 'I-GROUP' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']"
641,"['من' 'يوميات' 'أخ' ':' 'اللي' 'يتفق' 'معايا' 'في' 'الرأي' 'حيادي' 'ومنصف'
 'وفي' 'قلبه' 'خير' 'كبير' 'هو' 'لايعلمه' '.' 'لما' 'يختلف' 'معايا' 'يبقى'
 'نخبة' 'متعفنة' 'مأجورة' '.' 'هما' 'قالوا' 'لي' 'كده']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
642,"['غياب' 'الشفافية' 'و' 'حرب' 'الشائعات' 'الهدف' 'منها' 'ارهاب' 'المواطنين'
 'لعدم' 'الذهاب' 'للتصويت']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
643,"['لم' 'أترشح' 'لأي' 'مناصب' 'قياديةفي' 'الحزب' 'وسأكتفي' 'بدوري' 'في'
 'مجلس' 'الأمناء' 'وسأظل' 'ملتزم' 'بمساندة' 'الحزب' 'داعما' 'له' 'طالما'
 'ظل' 'على' 'النهج' 'الذي' 'انتهجه' 'منذ' 'تأسيسه']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
644,"['جزاكم' 'الله' 'خيرا' 'جميعا' '..' 'بمجرد' 'نزولي' 'إن' 'شاء' 'الله'
 'سأكتب' 'العنوان' 'الذي' 'سأمكث' 'فيه' 'و' 'المسجد' 'الذي' 'سأتردد'
 'عليه' 'لأقابل' 'كل' 'الأحباب' '..' 'واها' 'لريح' 'جدة' ':)']","['O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O']"
645,"['الآن,' 'الفريق' 'دكتور' 'احمد' 'شفيق' 'في' 'لقاء' 'اتحاد' 'الصناعات'
 'المصرية' ',' 'و' 'حديث' 'عن' 'رؤيته' 'الاقتصادية' 'للمستقبل' 'والنهوض'
 'بالصناعة' '.' '-' '#شفيق']","['O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'B-ORG' 'I-ORG' 'I-ORG' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
646,"['عودة' 'البرلمان' 'مؤامرة' 'للتغطية' 'على' 'خروج' 'مصر' 'من' 'تصفيات'
 'افريقيا']",['O' 'B-ORG' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'B-LOC']
647,"['بناءً' 'على' 'إذن' 'الضبط' 'والإحضار' 'الصادر' 'من' 'النيابة' 'العامة'
 '،' 'لقيامه' 'بقذفى' 'وسبى' 'وتهديدى' 'بالقتل' '،' 'وذكر' 'سيادته'
 'بأقواله' 'أنه' '..' 'منهم' '..!!' '٣']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
648,"['فيه' 'كلام' 'الولاد' 'الي' 'هتتطلع' 'هتكون' 'اربعات' 'كل' 'كام' 'ساعة'
 'و' 'البنات' 'هتطلع' 'من' 'وزارة' 'الداحلية' '..' 'بيجرونا' '..'
 'المسكلة' 'الي' 'اتمسكو' 'في' 'طلعت' 'حرب' 'مش' 'معملهم' 'ضجة']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'I-LOC' 'O' 'O' 'O']"
649,"['قبل' '25' 'يناير' ':' 'قانون' 'الطوارئ' 'لا' 'يطبق' 'إلا' 'على' 'تجار'
 'المخدرات' 'وقضايا' 'الإرهاب' '=' 'بعد' '25' 'يناير' ':' 'المحاكمات'
 'العسكرية' 'لا' 'تطبق' 'سوى' 'على' 'حالات' 'البلطجة']","['O' 'B-EVENT' 'I-EVENT' 'O' 'B-PROD' 'I-PROD' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'B-EVENT' 'I-EVENT' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
650,"['مستنيين' 'إيه' 'أكتر' 'من' 'دم' 'خمسين' 'طفل' 'عشان' 'نعرف' 'عمق'
 'الخراء' 'اللي' 'إحنا' 'عايشين' 'فيه' 'كلنا' 'وندرك' 'أولوياتنا' 'صح'
 'ونعرف' 'إنها' 'هتخرب' 'علينا' 'كلنا']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']"
651,"['العصيان' 'المدنى' 'هو' 'اعلى' 'درجة' 'من' 'درجات' 'من' 'الإضراب' '.'
 'الإضراب' 'السلمي' 'عادة' 'يبدأ' 'تدريجيا' 'حتى' 'يصل' 'الى' 'العصيان'
 'المدني' 'اذا' 'لم' 'تتحقق' 'اهداف' 'الشعب']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
652,"['أرادت' 'القوى' 'المدنية' 'استخدام' 'الجيش' 'كمطية' 'الى' 'حكم' 'ليبرالى'
 '،' 'فاستخدمهم' 'الجيش' 'كمطية' 'الى' 'حكم' 'العسكر' '..' 'الإطاحة'
 'بالاسلاميين' 'كان' 'هدفا' 'مشتركا' 'لهما']","['O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
653,"['المدافعين' 'عن' 'الدولة' 'المدنية' 'يصنعون' 'اليوممساحات' 'وجودهم'
 'السياسي' 'وأن' 'الطبيعي' 'أن' 'حظوظهم' 'الانتخابية' 'أبدا' 'لن' 'ترقى'
 'لحظوظالإسلاميين' '.']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
654,"['الرئيس' 'مرسي' 'نسف' 'دولة' 'القانون' 'واصبح' 'حاكما' 'بامر' 'الله'
 'وهو' 'يضع' 'نفسه' 'في' 'مواجهة' 'الثورة' 'التى' 'ستخلع' 'اى' 'فرعون'
 'كما' 'خلعت' 'مبارك' '.الثورة' 'ستنتصر']","['B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O']"
655,"['انفجار' 'عند' 'المحكمة' 'مافيش' 'حد' 'اتصاب' '...' 'شكلها' 'قنبلة' 'صوت'
 'بس' 'لكن' 'الموضوع' 'يخض' 'و' 'في' 'حالة' 'هلع' 'و' 'لخبطة']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']"
656,"['طول' 'ما' 'بيشتمك' 'ككاتب' 'الحمقى' 'اللي' 'فاهمين' 'إن' 'مرسي' 'صح'
 'والحمقى' 'اللي' 'فاهمين' 'مبارك' 'كان' 'صح' 'والحمقى' 'اللي' 'فاهمين'
 'الحل' 'في' 'القمع' 'والعنف' 'فأنت' 'أقرب' 'للحق']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
657,"['""...اما' 'الزبد' 'فيذهب' 'جفاء' 'وأما' 'ما' 'ينفع' 'الناس' 'فيمكث' 'فى'
 'الارض' '""لهذا' 'عاش' 'جمال' 'عبد' 'الناصر']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER'
 'I-PER']"
658,"['لن' 'تصدق' 'حجم' 'ذهولي' 'وحزني' 'واسفي' 'إذا' 'لم' 'تكن' 'قد' 'عرفت'
 'الطهطاوي' 'في' 'أيام' 'الميدان' 'الأولى' '.' 'اي' 'لعنة' 'تصيب' 'الناس'
 'عندما' 'يصلون' 'إلى' 'السلطة' '؟' 'ألف' 'خسارة']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'B-LOC' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
659,"['كتبت' 'من' 'سنتين' ':' 'من' 'كل' '10' 'في' 'عالمنا' 'العربي' ':' '1'
 'يعمل' 'لتنمية' 'مجتمعه' '2' 'يشكرونه' '3' 'يشككون' 'في' 'نواياه' '4'
 'يرددون' 'له' ':' 'مفيش' 'فايدة' '.' 'في' 'رأيكم' 'هل' 'تغير' 'الوضع' '؟']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
660,"['أولا:' 'حملة' 'إعلامية' 'للتوعية' 'بأهمية' 'ترشيد' 'استخدام' 'الطاقة'
 'مع' 'بعض' 'الأمثلة' 'العملية' 'والحملة' 'تكون' 'على' 'كافة' 'وسائل'
 'الإعلام' 'والإنترنت' '#أزمة_الكهرباء']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-PROD' 'O']"
661,"['..اتقاسم' 'الاحلام' 'معكم' '..' 'سوف' 'نبني' 'سويا' 'جمهوريه' 'ناهضه'
 'تفاخرون' 'بها' 'بين' 'شعوب' 'الارض' '..' 'تليق' 'بما' 'تتمنون' '..'
 'وتتناسب' 'مع' 'تاريخ' 'الابناء' 'والاجداد']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']"
662,"['رحم' 'الله' 'جمال' 'البنا' '.' 'قدم' 'الكثير' 'من' 'النقد' 'لجماعة'
 'الإخوان' 'وظل' 'محبا' 'لشقيقه' 'حسن' 'البنا' 'ولم' 'يستفد' 'الإخوان'
 'بحرف' 'من' 'كل' 'ماكتبه' 'عن' 'تطوير' 'فكرهم' 'وأسلوبهم']","['O' 'B-PER' 'I-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'B-GROUP' 'I-GROUP' 'O'
 'O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'B-GROUP' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
663,"['الجيش' 'المصرى' 'على' 'مدار' 'تاريخه' 'يحمى' 'الوطن' 'والشعب' 'وليس'
 'مقبولا' 'من' 'أحد' 'أن' 'يزج' 'بجنودالقوات' 'المسلحة' 'فى' 'أعمال' 'عنف'
 'واعتداءات' 'ضد' 'المتظاهرين' 'والمعتصمين']","['B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
664,"['نجدد' 'اقتراحنا' 'بتشكيل' 'جديد' 'لجمعية' 'تأسيسية' 'تعبر' 'عن' 'تنوع'
 'المصريين' 'وتمثل' 'كل' 'أطياف' 'الشعب' 'وتكون' 'محل' 'توافق' 'وطنى'
 'حقيقى' '،' 'وأن' 'تنقل' 'لها' 'صلاحية' 'التشريع']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
665,['إبكي' 'تبكي' 'وحدك' '،' 'إشخر' 'تشخر' 'معك' 'الدنيا' '.'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
